ID,Brand,Name,ScreenSize,CPU,RAM,HardDisk,DefaultPrice,SalePrice,Link,Website
1814,HP,"Laptop HP Envy 13 ba1535TU i7 1165G7/8G/512GB/13.3""FHD/Win 11 - Vàng",13.3,Intel Core i7,8GB,SSD: 512GB,29399000,28399000,https://sendo.vn/laptop-hp-envy-13-ba1535tu-i7-1165g78g512gb133fhdwin-11-vang-73178572.html,Sendo
1815,Acer,Laptop Acer Aspire 5 A514-54-5127 i5 1135G7/8GB/512GB SSD/14.0''FHD/Win11 - B<U+1EA1>c,14,Intel Core i5,8GB,SSD: 512GB,18499000,16649000,https://sendo.vn/laptop-acer-aspire-5-a514-54-5127-i5-1135g78gb512gb-ssd140fhdwin11-bac-73178562.html,Sendo
1816,Asus,"Laptop Asus Vivobook Pro M3401QA-KM006W R5 5600H/8GB/512GB SSD/14"" 2.8K OLED/Win11 - B<U+1EA1>c",14,AMD Ryzen 5,8GB,SSD: 512GB,19999000,19199000,https://sendo.vn/laptop-asus-vivobook-pro-m3401qa-km006w-r5-5600h8gb512gb-ssd14-28k-oledwin11-bac-73178560.html,Sendo
1817,Asus,"Laptop Asus Vivobook Pro M3401QA-KM025W R7 5800H/8GB/512GB SSD/14"" 2.8K OLED/Win11 - B<U+1EA1>c",14,AMD Ryzen 7,8GB,SSD: 512GB,21999000,21199000,https://sendo.vn/laptop-asus-vivobook-pro-m3401qa-km025w-r7-5800h8gb512gb-ssd14-28k-oledwin11-bac-73178559.html,Sendo
1818,HP,Laptop HP Gaming VICTUS 16 d0201TX i5 11400H/8GB/512GB+32GB/16.1FHD/RTX 3050Ti 4GB/Win 11 - Ðen,16.1,Intel Core i5,8GB,SSD: 512GB,28999000,25809000,https://sendo.vn/laptop-hp-gaming-victus-16-d0201tx-i5-11400h8gb512gb-32gb161fhdrtx-3050ti-4gbwin-11-den-73178557.html,Sendo
1819,HP,"Laptop HP Pavilion 14 dv1033TU/i5 1155G7/8GB/256GB/14""FHD/Win 11 - B<U+1EA1>c",14,Intel Core i5,8GB,SSD: 256GB,18999000,18499000,https://sendo.vn/laptop-hp-pavilion-14-dv1033tui5-1155g78gb256gb14fhdwin-11-bac-73178511.html,Sendo
1820,HP,"Laptop HP Pavilion 14 dv0536TU i5 1135G7/8GB/256G/14""FHD/Win 11 - B<U+1EA1>c",14,Intel Core i5,8GB,SSD: 256GB,17699000,17199000,https://sendo.vn/laptop-hp-pavilion-14-dv0536tu-i5-1135g78gb256g14fhdwin-11-bac-73178506.html,Sendo
1821,HP,"Laptop HP Pavilion 14 dv0516TU i3 1125G4/4GB/256GB/14""FHD/Win 11 - Vàng",14,Intel Core i3,4GB,SSD: 256GB,14599000,14099000,https://sendo.vn/laptop-hp-pavilion-14-dv0516tu-i3-1125g44gb256gb14fhdwin-11-vang-73178502.html,Sendo
1822,HP,"Laptop HP 15s-du3592TU/i5 1135G7/8GB/512GB/15.6""HD/Win 11 - B<U+1EA1>c",15.6,Intel Core i5,8GB,SSD: 512GB,16999000,16499000,https://sendo.vn/laptop-hp-15s-du3592tui5-1135g78gb512gb156hdwin-11-bac-73178499.html,Sendo
1823,HP,"Laptop HP 15s-du3593TU/i5 1135G7/8GB/256GB/15.6""HD/Win 11 - B<U+1EA1>c",15.6,Intel Core i5,8GB,SSD: 256GB,15999000,15499000,https://sendo.vn/laptop-hp-15s-du3593tui5-1135g78gb256gb156hdwin-11-bac-73178497.html,Sendo
1824,Acer,Laptop Acer Triton Gaming PT516-51S-71RW i7 11800H/64GB/1TB SSD/16'' 165Hz/Nvidia RTX3080 8GB/Win10 - Xám,16,Intel Core i7,64GB,SSD: 1TB,84999000,76499000,https://sendo.vn/laptop-acer-triton-gaming-pt516-51s-71rw-i7-11800h64gb1tb-ssd16-165hznvidia-rtx3080-8gbwin10-xam-73178492.html,Sendo
1825,HP,Laptop HP Gaming Victus 16-e0168AX R7 5800H/8GB/512GB/16.1FHD/RTX 3050Ti 4GB/Win 11 - Ðen,16.1,AMD Ryzen 7,8GB,SSD: 512GB,29999000,26699000,https://sendo.vn/laptop-hp-gaming-victus-16-e0168ax-r7-5800h8gb512gb161fhdrtx-3050ti-4gbwin-11-den-73178487.html,Sendo
1826,Acer,Laptop Acer Swift 3 SF314-511-55QE i5 1135G7/16GB/512GB SSD/Win11 - B<U+1EA1>c,14,Intel Core i5,16GB,SSD: 512GB,22999000,20999000,https://sendo.vn/laptop-acer-swift-3-sf314-511-55qe-i5-1135g716gb512gb-ssdwin11-bac-73178486.html,Sendo
1827,MSI,"Laptop MSI GF63 Thin 11UC 444VN i5 11400H/8GB/512GB SSD/15.6""FHD/RTX3050 4GB/Win10 - Ðen",15.6,Intel Core i5,8GB,SSD: 512GB,25499000,22900000,https://sendo.vn/laptop-msi-gf63-thin-11uc-444vn-i5-11400h8gb512gb-ssd156fhdrtx3050-4gbwin10-den-73178482.html,Sendo
1828,MSI,"Laptop MSI GF63 Thin 11UC-442VN i7 11800H/8GB/512GB/15.6""FHD/RTX3050 4GB/Win10 - Ðen",15.6,Intel Core i7,8GB,SSD: 512GB,28499000,25600000,https://sendo.vn/laptop-msi-gf63-thin-11uc-442vn-i7-11800h8gb512gb156fhdrtx3050-4gbwin10-den-73178480.html,Sendo
1829,Lenovo,Laptop Lenovo ThinkPad E14 Gen 2 i5 1135G7/8GB/512GB/14”FHD/Win 11 - Ðen,14,Intel Core i5,4GB,SSD: 512GB,21899000,19700000,https://sendo.vn/laptop-lenovo-thinkpad-e14-gen-2-i5-1135g78gb512gb14-fhdwin-11-den-73178476.html,Sendo
1830,Lenovo,Laptop Lenovo Yoga 7 14ACN6 R5 5600U/8GB/512GB/14.0''FHD/Win 11 - Xám,14,AMD Ryzen 5,8GB,SSD: 512GB,24999000,22500000,https://sendo.vn/laptop-lenovo-yoga-7-14acn6-r5-5600u8gb512gb140fhdwin-11-xam-73178458.html,Sendo
1831,Microsoft,"Laptop Microsoft Surface Pro 8 i5-1135G7/8GB/256GB SSD/13"" Touch/Bút/Phím/Win11 - Ðen",13,Intel Core i5,8GB,SSD: 256GB,42999000,38999000,https://sendo.vn/laptop-microsoft-surface-pro-8-i5-1135g78gb256gb-ssd13-touchbutphimwin11-den-73178453.html,Sendo
1832,Lenovo,Laptop Lenovo Yoga Slim 7 14ITL05 i5 1135G7/16GB/512GB/14”FHD/Win 11 - Xám,14,Intel Core i5,16GB,SSD: 512GB,26299000,23700000,https://sendo.vn/laptop-lenovo-yoga-slim-7-14itl05-i5-1135g716gb512gb14-fhdwin-11-xam-73178446.html,Sendo
1833,Lenovo,"Laptop Lenovo Slim Yoga 7 Carbon 14ACN6 R7 5800U/16GB/1TB SSD/14"" 2.8K/Win 11 - Xám",14,AMD Ryzen 7,16GB,SSD: 1TB,35999000,32400000,https://sendo.vn/laptop-lenovo-slim-yoga-7-carbon-14acn6-r7-5800u16gb1tb-ssd14-28kwin-11-xam-73178444.html,Sendo
1834,HP,"Laptop HP Envy x360 Convert 13 ay1057AU R5 5600U/8GB/256GB/13.3""FHD Touch/Pen/Win 11 - Ðen",13.3,AMD Ryzen 5,8GB,SSD: 256GB,25999000,24999000,https://sendo.vn/laptop-hp-envy-x360-convert-13-ay1057au-r5-5600u8gb256gb133fhd-touchpenwin-11-den-73178429.html,Sendo
1835,MSI,"Laptop MSI Gaming GF63 10SC 804VN i5 10500H/8GB/512GB/15.6""FHD/GTX 1650 4GB/Win 10 - Ðen",15.6,Intel Core i5,8GB,SSD: 512GB,20999000,18900000,https://sendo.vn/laptop-msi-gaming-gf63-10sc-804vn-i5-10500h8gb512gb156fhdgtx-1650-4gbwin-10-den-73178425.html,Sendo
1836,Asus,"Laptop Asus Vivobook Pro M3401QA-KM040W R7 5800H/8GB/512GB SSD/14"" 2.8K OLED/Win11 - Xanh",14,AMD Ryzen 7,8GB,SSD: 512GB,21999000,20459000,https://sendo.vn/laptop-asus-vivobook-pro-m3401qa-km040w-r7-5800h8gb512gb-ssd14-28k-oledwin11-xanh-73178421.html,Sendo
1837,HP,Laptop HP ZBook Firefly 14 G8 i5 1135G7/8GB/512GB/14”FHD/Win 10 Pro - B<U+1EA1>c,14,Intel Core i5,4GB,SSD: 512GB,32799000,32799000,https://sendo.vn/laptop-hp-zbook-firefly-14-g8-i5-1135g78gb512gb14-fhdwin-10-pro-bac-73178393.html,Sendo
1838,Dell,"Laptop Dell Latitude L5420CTO i5 1135G7/8GB/256GB/14""FHD/Win 11 - Xám",14,Intel Core i5,8GB,SSD: 256GB,25999000,24999000,https://sendo.vn/laptop-dell-latitude-l5420cto-i5-1135g78gb256gb14fhdwin-11-xam-73178385.html,Sendo
1839,Dell,"Laptop Dell Inspiron N3511 i5 1135G7/4GB/512GB/15.6""FHD/Win 11+Office HS21 - Ðen",15.6,Intel Core i5,4GB,SSD: 512GB,19999000,19199000,https://sendo.vn/laptop-dell-inspiron-n3511-i5-1135g74gb512gb156fhdwin-11-office-hs21-den-73178377.html,Sendo
1840,Dell,Laptop Dell Vostro V3405 R5 3500U/8GB/512GB/Win 11&Office HS21 - Ðen,14,AMD Ryzen 5,8GB,SSD: 512GB,17999000,17259000,https://sendo.vn/laptop-dell-vostro-v3405-r5-3500u8gb512gbwin-11-office-hs21-den-73178373.html,Sendo
1841,Dell,"Laptop Dell Inspiron N5310 i3 1125G4/8GB/256GB/13.3""FHD/Win11+Office HS21 - B<U+1EA1>c",13.3,Intel Core i3,8GB,SSD: 256GB,19299000,18529000,https://sendo.vn/laptop-dell-inspiron-n5310-i3-1125g48gb256gb133fhdwin11-office-hs21-bac-73178367.html,Sendo
1842,Acer,Laptop Acer Travel Mate B3 TMB311-31-C2HB Celeron N4020/4GB/128GB SSD/11.6'' HD/Win11 - Ðen,11.6,Intel Celeron,4GB,SSD: 128GB,9999000,7499000,https://sendo.vn/laptop-acer-travel-mate-b3-tmb311-31-c2hb-celeron-n40204gb128gb-ssd116-hdwin11-den-73178364.html,Sendo
1843,Lenovo,Laptop Lenovo ThinkBook 15 G2 ITL i5 1135G7/8GB/512GB/15.6”FHD/MX450 2GB/Win 11 - Xám,15.6,Intel Core i5,8GB,SSD: 512GB,23199000,20900000,https://sendo.vn/laptop-lenovo-thinkbook-15-g2-itl-i5-1135g78gb512gb156-fhdmx450-2gbwin-11-xam-73178347.html,Sendo
1844,Dell,"Laptop Dell Gaming G15 5511 i5 11400H/8GB/256GB/15.6""FHD/RTX3050 4GB/Win 11 - Xám",15.6,Intel Core i5,8GB,SSD: 256GB,27499000,26129000,https://sendo.vn/laptop-dell-gaming-g15-5511-i5-11400h8gb256gb156fhdrtx3050-4gbwin-11-xam-73178343.html,Sendo
1845,Dell,"Laptop Dell Vostro V3400 i5 1135G7/8GB/256GB/14""FHD/Win 11+Office HS21 - Ðen",14,Intel Core i5,8GB,SSD: 256GB,18899000,18149000,https://sendo.vn/laptop-dell-vostro-v3400-i5-1135g78gb256gb14fhdwin-11-office-hs21-den-73178341.html,Sendo
1846,Dell,"Laptop Dell Inspiron N3501 i3 1115G4/4GB/256GB/15.6""FHD/Win 10_NK - Ðen",15.6,Intel Core i3,4GB,SSD: 256GB,14199000,13299000,https://sendo.vn/laptop-dell-inspiron-n3501-i3-1115g44gb256gb156fhdwin-10-nk-den-73178315.html,Sendo
1847,Dell,"Laptop Dell Inspiron N3501 i3 1115G4/4GB/256GB/15.6""FHD/Win 10_NK - Xanh",15.6,Intel Core i3,4GB,SSD: 256GB,14199000,13299000,https://sendo.vn/laptop-dell-inspiron-n3501-i3-1115g44gb256gb156fhdwin-10-nk-xanh-73178314.html,Sendo
1848,Dell,"Laptop Dell Inspiron N3501 i3 1115G4/4GB/256GB/15.6""FHD/Win 10_NK - Tr<U+1EAF>ng",15.6,Intel Core i3,4GB,SSD: 256GB,14199000,13299000,https://sendo.vn/laptop-dell-inspiron-n3501-i3-1115g44gb256gb156fhdwin-10-nk-trang-73178313.html,Sendo
1849,Dell,"Laptop Dell Vostro V3510 i3 1115G4/8GB/256GB/15.6""FHD/8G/Win 11+Office HS21 - Ðen",15.6,Intel Core i3,8GB,SSD: 256GB,15499000,14859000,https://sendo.vn/laptop-dell-vostro-v3510-i3-1115g48gb256gb156fhd8gwin-11-office-hs21-den-73178304.html,Sendo
1850,Dell,"Laptop Dell Latitude L5420CTO i5 1135G7/8GB/256GB/14""FHD/Win 10 - Xám",14,Intel Core i5,8GB,SSD: 256GB,25499000,24499000,https://sendo.vn/laptop-dell-latitude-l5420cto-i5-1135g78gb256gb14fhdwin-10-xam-73178295.html,Sendo
1851,Gigabyte,"Laptop Gigabyte U4 UD i7 1195G7/16GB/512GB/14""FHD/Win 11 - B<U+1EA1>c",14,Intel Core i7,16GB,SSD: 512GB,26999000,25999000,https://sendo.vn/laptop-gigabyte-u4-ud-i7-1195g716gb512gb14fhdwin-11-bac-73178281.html,Sendo
1852,HP,"Laptop HP 245 G8 R5 5500U/8GB/512GB/14""FHD/Win 10 - B<U+1EA1>c",14,AMD Ryzen 5,8GB,SSD: 512GB,16699000,16199000,https://sendo.vn/laptop-hp-245-g8-r5-5500u8gb512gb14fhdwin-10-bac-73178278.html,Sendo
1853,Asus,Laptop Asus Flip BR1100FKA-BP0660T N6000/4GB/128GB eMMc/11.6'' HD Touch/Win10 - Xám,11.6,Intel Pentium,4GB,eMMC: 128GB,10499000,8999000,https://sendo.vn/laptop-asus-flip-br1100fka-bp0660t-n60004gb128gb-emmc116-hd-touchwin10-xam-73178276.html,Sendo
1854,Asus,Laptop ASUS Gaming TUF FX506HCB-HN1138W i5 11400H/8GB/512GB SSD/Nvidia RTX3050_4GB/Win11 - Xám,15.6,Intel Core i5,8GB,SSD: 512GB,25999000,23399000,https://sendo.vn/laptop-asus-gaming-tuf-fx506hcb-hn1138w-i5-11400h8gb512gb-ssdnvidia-rtx3050-4gbwin11-xam-73178275.html,Sendo
1855,MSI,"Laptop MSI Modern 15 A5M 234VN R5 5500U/8GB/512GB/15.6""FHD/Win 11 - Xám",15.6,AMD Ryzen 5,8GB,SSD: 512GB,17999000,16200000,https://sendo.vn/laptop-msi-modern-15-a5m-234vn-r5-5500u8gb512gb156fhdwin-11-xam-73178273.html,Sendo
1856,MSI,"Laptop MSI Modern 15 A5M 235VN R7 5700U/8GB/512GB/15.6""FHD/Win 11 - Xám",15.6,AMD Ryzen 7,8GB,SSD: 512GB,19999000,18000000,https://sendo.vn/laptop-msi-modern-15-a5m-235vn-r7-5700u8gb512gb156fhdwin-11-xam-73178272.html,Sendo
1857,MSI,"Laptop MSI Modern 14 B5M 202VN/R5 5500U/8GB/512GB/14""FHD/Win 11 - Xám",14,AMD Ryzen 5,8GB,SSD: 512GB,16999000,15300000,https://sendo.vn/laptop-msi-modern-14-b5m-202vnr5-5500u8gb512gb14fhdwin-11-xam-73178271.html,Sendo
1858,Lenovo,Laptop Lenovo Yoga Slim 7 14ITL05 i7 1165G7/16GB/512GB/14”FHD/Win 11 - Xám,14,Intel Core i7,16GB,SSD: 512GB,30299000,27300000,https://sendo.vn/laptop-lenovo-yoga-slim-7-14itl05-i7-1165g716gb512gb14-fhdwin-11-xam-73178268.html,Sendo
1859,Dell,Laptop Dell Inspiron N3511 i3 1115G4/4GB/128GB/15.6FHD/Win10_NK - Ðen,15.6,Intel Core i3,4GB,SSD: 128GB,14499000,13549000,https://sendo.vn/laptop-dell-inspiron-n3511-i3-1115g44gb128gb156fhdwin10-nk-den-73178258.html,Sendo
1860,Dell,Laptop Dell Gaming G15 5511 i7 11800H/8GB/512GB/15.6FHD/NV-RTX3050 4GB_Win 11+Office HS 21 - Xám,15.6,Intel Core i7,8GB,SSD: 512GB,33999000,32299000,https://sendo.vn/laptop-dell-gaming-g15-5511-i7-11800h8gb512gb156fhdnv-rtx3050-4gb-win-11-office-hs-21-xam-73178249.html,Sendo
1861,Acer,Laptop Acer Nitro Gaming AN515-57-71VV i7 11800H/8GB/512GB SSD/Nvidia RTX3050 4GB/Win11 - Ðen,15.6,Intel Core i7,8GB,SSD: 512GB,28999000,26099000,https://sendo.vn/laptop-acer-nitro-gaming-an515-57-71vv-i7-11800h8gb512gb-ssdnvidia-rtx3050-4gbwin11-den-73178245.html,Sendo
1862,Acer,Laptop Acer Swift 3 SF314-43-R4X3 R5 5500U/16GB/512GB SSD/Win11 - B<U+1EA1>c,14,AMD Ryzen 5,16GB,SSD: 512GB,20999000,19399000,https://sendo.vn/laptop-acer-swift-3-sf314-43-r4x3-r5-5500u16gb512gb-ssdwin11-bac-73178240.html,Sendo
1863,Acer,Laptop Acer Aspire Gaming A715-42G-R1SB R5 5500U/8GB/256GB SSD/Nvidia GTX1650 4GB/Win10 - Ðen,15.6,AMD Ryzen 5,8GB,SSD: 256GB,20999000,18899000,https://sendo.vn/laptop-acer-aspire-gaming-a715-42g-r1sb-r5-5500u8gb256gb-ssdnvidia-gtx1650-4gbwin10-den-73178233.html,Sendo
1864,Asus,Laptop Asus Zenbook Duo UX482EA-KA274T i5 1135G7/8GB/512GB SSD/14.0'' FHD Touch /Win10 - Xanh,14,Intel Core i5,8GB,SSD: 512GB,32999000,31799000,https://sendo.vn/laptop-asus-zenbook-duo-ux482ea-ka274t-i5-1135g78gb512gb-ssd140-fhd-touch-win10-xanh-73178213.html,Sendo
1865,Asus,"Laptop Asus Vivobook Pro M3500QC-L1105T R5 5600H/8GB/512GB SSD/15.6"" OLED/Nvidia RTX3050 4GB/Win10 - Xanh",15.6,AMD Ryzen 5,8GB,SSD: 512GB,26599000,24739000,https://sendo.vn/laptop-asus-vivobook-pro-m3500qc-l1105t-r5-5600h8gb512gb-ssd156-olednvidia-rtx3050-4gbwin10-xanh-73178212.html,Sendo
1866,Lenovo,"Laptop Lenovo 100e Gen 2 N4020/4GB/64GB eMMC/Intel UHD Graphics 600/11.6""HD/Win 10 Pro - Ðen",11.6,Intel Celeron,4GB,eMMC: 64GB,7799000,7000000,https://sendo.vn/laptop-lenovo-100e-gen-2-n40204gb64gb-emmcintel-uhd-graphics-600116hdwin-10-pro-den-73178184.html,Sendo
1867,Dell,"Laptop Dell Inspiron N3502 N4020/4GB/128GB/15.6""HD/Intel HD/Win 10/NK - Ðen",15.6,Intel Celeron,4GB,SSD: 128GB,10699000,10149000,https://sendo.vn/laptop-dell-inspiron-n3502-n40204gb128gb156hdintel-hdwin-10nk-den-73178172.html,Sendo
1868,MSI,"Laptop MSI Modern 14 B11MOU 850VN i3 1115G4/8GB/256GB/14""FHD/Win 10 - Xám",14,Intel Core i3,8GB,SSD: 256GB,14699000,13200000,https://sendo.vn/laptop-msi-modern-14-b11mou-850vn-i3-1115g48gb256gb14fhdwin-10-xam-73178115.html,Sendo
1869,Asus,"Laptop Asus Vivobook A515EA-L11970T i5 1135G7/8GB/512GB SSD/15.6"" OLED/Win10 - B<U+1EA1>c",15.6,Intel Core i5,8GB,SSD: 512GB,19999000,17999000,https://sendo.vn/laptop-asus-vivobook-a515ea-l11970t-i5-1135g78gb512gb-ssd156-oledwin10-bac-73178112.html,Sendo
1870,Dell,"Laptop Dell Inspiron N3510 Pentium N5030/4GB/128GB/15.6""HD/Intel HD/Win 10/NK - Ðen",15.6,Intel Pentium,4GB,SSD: 128GB,11299000,10629000,https://sendo.vn/laptop-dell-inspiron-n3510-pentium-n50304gb128gb156hdintel-hdwin-10nk-den-73178105.html,Sendo
1871,Dell,"Laptop Dell Vostro V3400 i5 1135G7/8GB/256GB/14.0""FHD/NVIDIA MX 330 2GB/Win 10 - Ðen",14,Intel Core i5,8GB,SSD: 256GB,20999000,19949000,https://sendo.vn/laptop-dell-vostro-v3400-i5-1135g78gb256gb140fhdnvidia-mx-330-2gbwin-10-den-73178098.html,Sendo
1872,MSI,"Laptop MSI Modern 14 B11MOU 852VN i5 1155G7/8GB/512GB/14""FHD/Win 10 - Xám",14,Intel Core i5,8GB,SSD: 512GB,18799000,16900000,https://sendo.vn/laptop-msi-modern-14-b11mou-852vn-i5-1155g78gb512gb14fhdwin-10-xam-73178087.html,Sendo
1873,Microsoft,"Microsoft Surface Laptop Go i5 1035G1/8GB/128GB/12.4"" Touch/Win10 - Vàng",12.4,Intel Core i5,8GB,SSD: 128GB,18999000,17099000,https://sendo.vn/microsoft-surface-laptop-go-i5-1035g18gb128gb124-touchwin10-vang-73178080.html,Sendo
1874,Microsoft,"Microsoft Surface Laptop Go i5 1035G1/8GB/128GB/12.4"" Touch/Win10 - Xanh",12.4,Intel Core i5,8GB,SSD: 128GB,18999000,17099000,https://sendo.vn/microsoft-surface-laptop-go-i5-1035g18gb128gb124-touchwin10-xanh-73178078.html,Sendo
1875,Dell,"Laptop Dell Inspiron N3511 i5 1135G7/4GB/512GB/15.6""FHD/Win 10+Office Home&Student - Ðen",15.6,Intel Core i5,4GB,SSD: 512GB,19999000,19199000,https://sendo.vn/laptop-dell-inspiron-n3511-i5-1135g74gb512gb156fhdwin-10-office-home-student-den-73178076.html,Sendo
1876,Dell,Laptop Dell Inspiron N3511 i3 1115G4/4GB/256GB/15.6FHD/Win 10+Office Home&Student - Ðen,15.6,Intel Core i3,4GB,SSD: 256GB,15299000,14689000,https://sendo.vn/laptop-dell-inspiron-n3511-i3-1115g44gb256gb156fhdwin-10-office-home-student-den-73178074.html,Sendo
1877,Dell,"Laptop Dell Vostro V3400 i5 1135G7/8GB/256GB/14.0""FHD/Win 10+Office Home&Student - Ðen",14,Intel Core i5,8GB,SSD: 256GB,18899000,18149000,https://sendo.vn/laptop-dell-vostro-v3400-i5-1135g78gb256gb140fhdwin-10-office-home-student-den-73178071.html,Sendo
1878,Dell,"Laptop Dell Vostro V3400 i3 1115G4/8GB/256GB/14.0""FHD/Win 10+Office Home& Student 19 - Ðen",14,Intel Core i3,8GB,SSD: 256GB,15899000,15269000,https://sendo.vn/laptop-dell-vostro-v3400-i3-1115g48gb256gb140fhdwin-10-office-home-student-19-den-73178063.html,Sendo
1879,HP,"HP Pavilion 14 dv0534TU i7 1165G7/8G/512G SSD/Iris Xe Graphics/14""FHD/Win 11 - Vàng",14,Intel Core i7,8GB,SSD: 512GB,22499000,21999000,https://sendo.vn/hp-pavilion-14-dv0534tu-i7-1165g78g512g-ssdiris-xe-graphics14fhdwin-11-vang-73178058.html,Sendo
1880,Asus,Laptop ASUS Flip BR1100FKA-BP0531T N4500/4GB/128GB eMMc/11.6''HD Touch/Win10 - Xám,11.6,Intel Celeron,4GB,eMMC: 128GB,9999000,8499000,https://sendo.vn/laptop-asus-flip-br1100fka-bp0531t-n45004gb128gb-emmc116hd-touchwin10-xam-73178056.html,Sendo
1881,Lenovo,"Laptop Lenovo ThinkBook 14 G3 ACL R7 5700U/8GB/512GB/14""FHD/Win 10 - Xám",14,AMD Ryzen 7,8GB,SSD: 512GB,21499000,19300000,https://sendo.vn/laptop-lenovo-thinkbook-14-g3-acl-r7-5700u8gb512gb14fhdwin-10-xam-73178055.html,Sendo
1882,MSI,Laptop MSI Prestige 15 A11SC 037VN i7 1185G7/16GB/512GB/15.6FHD/GTX 1650 Max-Q 4GB/Win 10 - Xám,15.6,Intel Core i7,16GB,SSD: 512GB,34999000,31500000,https://sendo.vn/laptop-msi-prestige-15-a11sc-037vn-i7-1185g716gb512gb156fhdgtx-1650-max-q-4gbwin-10-xam-73178052.html,Sendo
1883,HP,"Laptop HP Envy 13 ba1537TU i5 1135G7/8GB/256GB/13.3""FHD/Win 10 - Vàng",13.3,Intel Core i5,8GB,SSD: 256GB,22899000,21899000,https://sendo.vn/laptop-hp-envy-13-ba1537tu-i5-1135g78gb256gb133fhdwin-10-vang-73178049.html,Sendo
1884,Asus,Laptop Asus Vivobook A515EP-BQ496T i5 1135G7/8GB/512GB SSD/Nvidia MX330 2GB/Win10 - B<U+1EA1>c,15.6,Intel Core i5,8GB,SSD: 512GB,20099000,18589000,https://sendo.vn/laptop-asus-vivobook-a515ep-bq496t-i5-1135g78gb512gb-ssdnvidia-mx330-2gbwin10-bac-73178005.html,Sendo
1885,HP,Laptop HP 340s G7 i5 1035G1/8GB/256GB/14.0FHD/Win 10 - Xám,14,Intel Core i5,8GB,SSD: 256GB,17199000,17199000,https://sendo.vn/laptop-hp-340s-g7-i5-1035g18gb256gb140fhdwin-10-xam-73177994.html,Sendo
1886,HP,"Laptop HP Gaming OMEN 16 b0142TX i5 11400H/16GB/1TB SSD+32GB/RTX 3050Ti 4GB/16.1""FHD/Win 10 - Ðen",16.1,Intel Core i5,16GB,SSD: 1TB,39999000,37999000,https://sendo.vn/laptop-hp-gaming-omen-16-b0142tx-i5-11400h16gb1tb-ssd-32gbrtx-3050ti-4gb161fhdwin-10-den-73177981.html,Sendo
1887,HP,"Laptop HP Gaming VICTUS 16 e0175AX R5 5600H/ 8GB/512GB/ RTX 3050 4GB/16.1"" FHD/Win 10 - Xám",16.1,AMD Ryzen 5,8GB,SSD: 512GB,24499000,21899000,https://sendo.vn/laptop-hp-gaming-victus-16-e0175ax-r5-5600h-8gb512gb-rtx-3050-4gb161-fhdwin-10-xam-73177974.html,Sendo
1888,Gigabyte,"Laptop Gigabyte Gaming G5 MD i5 11400H/16GB/ 512GB/15.6""FHD/RTX 3050Ti 4GB/Win 10 - Ðen",15.6,Intel Core i5,16GB,SSD: 512GB,29999000,28199000,https://sendo.vn/laptop-gigabyte-gaming-g5-md-i5-11400h16gb-512gb156fhdrtx-3050ti-4gbwin-10-den-73177940.html,Sendo
1889,Acer,Laptop Acer Triton Gaming PT315-53-75LQ i7 11800H/ 16GB/512GB SSD/RTX3060 6G/Win10 - Ðen,15.6,Intel Core i7,16GB,SSD: 512GB,44990000,39990000,https://sendo.vn/laptop-acer-triton-gaming-pt315-53-75lq-i7-11800h-16gb512gb-ssdrtx3060-6gwin10-den-73177917.html,Sendo
1890,MSI,"Laptop MSI Modern 14 B5M R5 5500U/8GB/512GB/AMD Radeon Graphics/14""FHD/Win 10 - Xám",14,AMD Ryzen 5,8GB,SSD: 512GB,17299000,15600000,https://sendo.vn/laptop-msi-modern-14-b5m-r5-5500u8gb512gbamd-radeon-graphics14fhdwin-10-xam-73177912.html,Sendo
1891,Acer,Laptop Acer Nitro Gaming AN515-57-57MX i5 11400H/8GB/512GB SSD/RTX 3050Ti 4GB/Win10 - Ðen,15.6,Intel Core i5,8GB,SSD: 512GB,27499000,24749000,https://sendo.vn/laptop-acer-nitro-gaming-an515-57-57mx-i5-11400h8gb512gb-ssdrtx-3050ti-4gbwin10-den-73177894.html,Sendo
1892,MSI,Laptop MSI Gaming Katana GF66 11UD 697VN i7 11800H/8GB/512GB/RTX 3050Ti 4GB/Win 10 - Ðen,15.6,Intel Core i7,8GB,SSD: 512GB,30999000,27900000,https://sendo.vn/laptop-msi-gaming-katana-gf66-11ud-697vn-i7-11800h8gb512gbrtx-3050ti-4gbwin-10-den-73177888.html,Sendo
1893,MSI,Laptop MSI Gaming Katana GF66 11UC 641VN i7 11800H/8GB/512GB/RTX 3050 4GB/Win 10 - Ðen,15.6,Intel Core i7,8GB,SSD: 512GB,29999000,27000000,https://sendo.vn/laptop-msi-gaming-katana-gf66-11uc-641vn-i7-11800h8gb512gbrtx-3050-4gbwin-10-den-73177885.html,Sendo
1894,MSI,"Laptop MSI Modern 15 A11MU 678VN i5 1155G7/8GB/512GB/15.6""FHD/Win 10 - Xám",15.6,Intel Core i5,8GB,SSD: 512GB,19999000,18000000,https://sendo.vn/laptop-msi-modern-15-a11mu-678vn-i5-1155g78gb512gb156fhdwin-10-xam-73177874.html,Sendo
